Cycle, ARC, Entity Type, Entity Uid, Project Code, State, State Age (days), Days over limit, Protrack Link, SB Name(s)
2012.1, EU, MOUS, uid://A002/X5d7935/X19d, 2012.1.00775.S, PartiallyObserved, 475, 295, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X19d, CII-9834+2910
2012.1, EU, MOUS, uid://A002/X5d7935/X199, 2012.1.00775.S, PartiallyObserved, 475, 295, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X199, CII-9347+6515+8490+10049
2012.1, EU, MOUS, uid://A002/X684eb5/X19c, 2012.1.00707.S, PartiallyObserved, 522, 342, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X684eb5/X19c, Multi-source_Taurus_B9_12m
2012.1, EU, MOUS, uid://A002/X6444ba/Xcd, 2012.1.01011.S, PartiallyObserved, 660, 480, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X6444ba/Xcd, Oph_B-11_a_09_12
2012.1, EU, MOUS, uid://A002/X684eb5/X194, 2012.1.00707.S, PartiallyObserved, 660, 480, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X684eb5/X194, Multisource_b9_Oph_12m
2012.1, EU, MOUS, uid://A002/X5eed86/Xd7, 2012.1.01029.S, PartiallyObserved, 694, 514, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5eed86/Xd7, Eyelash_B9_compact
2012.1, EU, MOUS, uid://A002/X5a9a13/X57f, 2012.1.00650.S, PartiallyObserved, 695, 515, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X57f, query_a_06_TP
2012.1, EU, MOUS, uid://A002/X6444ba/Xbb, 2012.1.01011.S, PartiallyObserved, 696, 516, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X6444ba/Xbb, Oph_B-11_a_07_12
2012.1, EU, MOUS, uid://A002/X6444ba/Xc1, 2012.1.01011.S, PartiallyObserved, 696, 516, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X6444ba/Xc1, Oph_B-11_a_07_TP;  Oph_B-11_b_07_TP
2012.1, EU, MOUS, uid://A002/X5eed86/X15, 2012.1.00463.S, PipelineProcessing, 630, 616, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5eed86/X15, B6-WIT-01
2012.1, EU, MOUS, uid://A002/X5a9a13/X581, 2012.1.00650.S, PartiallyObserved, 820, 640, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X581, M74_a_06_TP
2012.1, EU, SB, uid://A002/X5eed86/Xcc, 2012.1.01029.S, Ready, 748, 18, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5eed86/Xcc, Eyelash_B9_extended
2012.1, EU, SB, uid://A002/X5eed86/Xcf, 2012.1.01029.S, Ready, 748, 18, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5eed86/Xcf, Eyelash_B7_extended
2012.1, EU, SB, uid://A002/X5d7935/X3c5, 2012.1.00979.S, Ready, 759, 29, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X3c5, Multi-source_CII
2012.1, EU, SB, uid://A002/X8a56fe/X8b, 2012.1.00001.CAL, Phase2Submitted, 229, 169, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X8a56fe/X8b, Band 3 Group 6 20h-24h
2012.1, EU, SB, uid://A002/X8a56fe/X8c, 2012.1.00001.CAL, Phase2Submitted, 229, 169, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X8a56fe/X8c, ACA Band 7 Group 2 04h-08h
2012.1, EU, SB, uid://A002/X8a56fe/X8d, 2012.1.00001.CAL, Phase2Submitted, 229, 169, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X8a56fe/X8d, ACA Band 3 Group 2 04h-08h
2012.1, EU, SB, uid://A002/X8a56fe/X8e, 2012.1.00001.CAL, Phase2Submitted, 229, 169, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X8a56fe/X8e, PL test with Band 3 Group 6 20h-
2012.1, EU, SB, uid://A002/X75fbd6/X69, 2012.1.00039.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X75fbd6/X69, B6_TXS0211-122_group
2012.1, EU, SB, uid://A002/X75fbd6/X6a, 2012.1.00039.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X75fbd6/X6a, B6_MRC0251-273_group
2012.1, EU, SB, uid://A002/X75fbd6/X6c, 2012.1.00039.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X75fbd6/X6c, B6_MRC2025-218_group
2012.1, EU, SB, uid://A002/X75fbd6/X6d, 2012.1.00039.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X75fbd6/X6d, B6_TNJ0121+1320_group
2012.1, EU, SB, uid://A002/X75fbd6/X126, 2012.1.00532.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X75fbd6/X126, LMC_N11B - Science
2012.1, EU, SB, uid://A002/X75fbd6/X125, 2012.1.00532.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X75fbd6/X125, query - Amp Cal
2012.1, EU, SB, uid://A002/X5eed86/Xa4, 2012.1.00313.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5eed86/Xa4, Oph_B7_12m
2012.1, EU, SB, uid://A002/X6802f4/X13, 2012.1.00333.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X6802f4/X13, 47_Tuc_B7_12m
2012.1, EU, SB, uid://A002/X609170/X3f, 2012.1.00391.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X3f, Cloverleaf_1_B9_12m
2012.1, EU, SB, uid://A002/X609170/X40, 2012.1.00391.S, Suspended, 297, 237, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X40, Cloverleaf_2_B9_12m
2012.1, EU, SB, uid://A002/X6444ba/X7e, 2012.1.00019.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X6444ba/X7e, B9_Cen_A_cont_12m
2012.1, EU, SB, uid://A002/X6444ba/X10e, 2012.1.00056.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X6444ba/X10e, PKS1830-211_sb2
2012.1, EU, SB, uid://A002/X6444ba/X110, 2012.1.00056.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X6444ba/X110, PKS1830-211_sb4
2012.1, EU, SB, uid://A002/X758152/X2e, 2012.1.00564.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X758152/X2e, Her3a_280GHz_12m_C32-1
2012.1, EU, SB, uid://A002/X684eb5/X136, 2012.1.00955.S, Suspended, 308, 248, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X684eb5/X136, HD149757_B7
2012.1, EU, SB, uid://A002/X684eb5/X1f, 2012.1.01012.S, Suspended, 340, 280, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X684eb5/X1f, TW_Hya_B3_12m_extended
2012.1, EU, SB, uid://A002/X6444ba/X77, 2012.1.00019.S, Suspended, 389, 329, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X6444ba/X77, B3_12m_Cen_A_13CO1-0
2012.1, EU, SB, uid://A002/X67ccb6/Xc, 2012.1.00323.S, Suspended, 395, 335, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X67ccb6/Xc, B7_ISM_CI2-1
2012.1, EU, SB, uid://A002/X5a9a13/X55f, 2012.1.00143.S, Suspended, 541, 481, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X55f, C2011_L4_B7
2012.1, EU, SB, uid://A002/X5a9a13/X560, 2012.1.00143.S, Suspended, 819, 759, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X560, C2011_L4_B6
2012.1, NA, MOUS, uid://A002/X609170/X11c, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X11c, Arp220_B9_2__C6
2012.1, NA, MOUS, uid://A002/X609170/X11f, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X11f, Arp220_B9_1__C6
2012.1, NA, MOUS, uid://A002/X609170/X123, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X123, Arp220_B9_2__C4
2012.1, NA, MOUS, uid://A002/X609170/X12a, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X12a, Arp220_B7_1
2012.1, NA, MOUS, uid://A002/X609170/X12d, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X12d, Arp220_B7_4
2012.1, NA, MOUS, uid://A002/X609170/X130, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X130, Arp220_B7_2
2012.1, NA, MOUS, uid://A002/X609170/X133, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X133, Arp220_B7_3
2012.1, NA, MOUS, uid://A002/X609170/X137, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X137, Arp220_C6_2
2012.1, NA, MOUS, uid://A002/X609170/X13a, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X13a, Arp220_C6_4
2012.1, NA, MOUS, uid://A002/X609170/X13d, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X13d, Arp220_C6_3
2012.1, NA, MOUS, uid://A002/X609170/X140, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X140, Arp220_C6_1
2012.1, NA, MOUS, uid://A002/X5d7935/X242, 2012.1.00496.S, Ready, 733, 3, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X242, GW_Ori_a_06_12
2012.1, NA, MOUS, uid://A002/X5d7935/X24a, 2012.1.00496.S, Ready, 733, 3, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X24a, UZ_Tau_a_06_12
2012.1, NA, MOUS, uid://A002/X5d7935/X24e, 2012.1.00496.S, Ready, 733, 3, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X24e, DQ_Tau_a_06_12
2012.1, NA, MOUS, uid://A002/X609170/Xc8, 2012.1.00678.S, Ready, 734, 4, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/Xc8, IRAS_16342-3814_345_12m_C32-5
2012.1, NA, MOUS, uid://A002/X5d7935/X306, 2012.1.00725.S, Ready, 754, 24, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X306, MWC758_343_12m
2012.1, NA, MOUS, uid://A002/X5d7935/X30a, 2012.1.00725.S, Ready, 754, 24, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X30a, HD142527_343_12m
2012.1, NA, MOUS, uid://A002/X5ce05d/Xfc, 2012.1.00596.S, Ready, 758, 28, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xfc, RX_J094144_QSO_675_12m_C32-3
2012.1, NA, MOUS, uid://A002/X5ce05d/X100, 2012.1.00596.S, Ready, 758, 28, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X100, SDP_11_682_12m_C32-3
2012.1, NA, MOUS, uid://A002/X5ce05d/X104, 2012.1.00596.S, Ready, 758, 28, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X104, RX_J094144_SMG_675_12m_C32-3
2012.1, NA, MOUS, uid://A002/X628157/Xc8, 2012.1.00870.S, PartiallyObserved, 209, 29, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X628157/Xc8, Southern_329_12m_C32-6
2012.1, NA, MOUS, uid://A002/X5d50dc/X14, 2012.1.00984.S, Ready, 773, 43, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d50dc/X14, II_Zw_40_691_12m_C32-12
2012.1, NA, MOUS, uid://A002/X5ce05d/X97, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X97, Multi-sourcef16_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/X9b, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X9b, Multi-sourcef32_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/X9f, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X9f, Multi-sourcef46_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/Xa3, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xa3, Multi-sourcef61_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/Xab, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xab, Multi-sourcef24_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/Xaf, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xaf, Multi-sourcef39_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/Xb3, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xb3, Multi-sourcef54_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/Xb7, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xb7, Multi-sourcef68_343_12m_C32-345
2012.1, NA, MOUS, uid://A002/X5ce05d/X63, 2012.1.00075.S, Ready, 780, 50, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X63, sn1987a_115_12m_C32-6
2012.1, NA, MOUS, uid://A002/X5ce05d/X6f, 2012.1.00075.S, Ready, 780, 50, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X6f, sn1987a_679_12m_C32-2
2012.1, NA, MOUS, uid://A002/X5d7935/X138, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X138, NGC4418__a_07_12
2012.1, NA, MOUS, uid://A002/X5d7935/X13b, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X13b, NGC4418__b_07_12
2012.1, NA, MOUS, uid://A002/X5d7935/X141, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X141, NGC4418__d_07_12
2012.1, NA, MOUS, uid://A002/X5d7935/X148, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X148, NGC4418__b_06_12
2012.1, NA, MOUS, uid://A002/X5d7935/X14b, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X14b, NGC4418__c_06_12
2012.1, NA, MOUS, uid://A002/X5d7935/X155, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X155, NGC4418__b_09_12
2012.1, NA, MOUS, uid://A002/X5d7935/X15c, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X15c, NGC4418__d_09_12
2012.1, NA, MOUS, uid://A002/X5ce05d/X84, 2012.1.00123.S, Ready, 781, 51, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X84, BN_a_09_12
2012.1, NA, MOUS, uid://A002/X5a9a13/X22f, 2012.1.00219.S, Ready, 783, 53, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X22f, J0451_630_12m_C32-1234
2012.1, NA, MOUS, uid://A002/X788a57/X25, 2012.1.00357.S, ObservingTimedOut, 124, 64, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X25, NGC2207_12m_88GHz_C32-5
2012.1, NA, MOUS, uid://A002/X609170/X162, 2012.1.00482.S, FullyObserved, 98, 70, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X162, HR8799_233_12m_C32-12
2012.1, NA, MOUS, uid://A002/X609170/X170, 2012.1.00198.S, PartiallyObserved, 252, 72, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X609170/X170, AU_Mic_230_12m_C32-6
2012.1, NA, MOUS, uid://A002/X99422c/X1a, 2012.1.01069.S, FullyObserved, 100, 72, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X99422c/X1a, HOPS_186_a_06_TP
2012.1, NA, MOUS, uid://A002/X5a9a13/X6dc, 2012.1.00382.S, FullyObserved, 115, 87, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X6dc, HH46-47_115_7m
2012.1, NA, MOUS, uid://A002/X639a2a/X4f, 2012.1.00394.S, FullyObserved, 115, 87, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/X4f, L1448-IR_b_03_7M
2012.1, NA, MOUS, uid://A002/X5eed86/X5d, 2012.1.00377.S, FullyObserved, 120, 92, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5eed86/X5d, NGC4418_a_06_12
2012.1, NA, MOUS, uid://A002/X5d7935/X1f8, 2012.1.00105.S, PartiallyObserved, 276, 96, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X1f8, NGC5253_345GHz_12m_C32-5
2012.1, NA, MOUS, uid://A002/X5ce05d/X14c, 2012.1.00437.S, FullyObserved, 125, 97, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X14c, HIP_99273_230_12m_C32-2
2012.1, NA, MOUS, uid://A002/X5d7935/X159, 2012.1.00377.S, PartiallyObserved, 283, 103, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X159, NGC4418__c_09_12
2012.1, NA, MOUS, uid://A002/X7fb989/Xb3, 2012.1.00001.S, PartiallyObserved, 293, 113, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X7fb989/Xb3, DO NOT OBSERVE
2012.1, NA, MOUS, uid://A002/X5a9a13/X793, 2012.1.00628.T, PartiallyObserved, 298, 118, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X793, Sgr_A_star_94GHz_12m_C32-6
2012.1, NA, MOUS, uid://A002/X5a9a13/X78f, 2012.1.00628.T, PartiallyObserved, 298, 118, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X78f, Sgr_A_star_108GHz_12m_C32-56
2012.1, NA, MOUS, uid://A002/X788a57/X99, 2012.1.00382.S, PartiallyObserved, 324, 144, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X99, query - Amp Cal TP HH46-47 13CO/
2012.1, NA, MOUS, uid://A002/X788a57/X9b, 2012.1.00382.S, PartiallyObserved, 324, 144, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X9b, HH46-47 13CO/C18O- TP
2012.1, NA, MOUS, uid://A002/X5ce05d/Xf4, 2012.1.00596.S, PartiallyObserved, 335, 155, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xf4, PKS0215+015_699_12m_C32-3
2012.1, NA, MOUS, uid://A002/X5d7935/X2ce, 2012.1.00743.S, Verified, 171, 157, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X2ce, Taurus2a_334_12m_C32-any
2012.1, NA, MOUS, uid://A002/X5d7935/X28b, 2012.1.00474.S, ReadyToDeliver, 168, 162, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X28b, ngc1386_229_12m_C32-5
2012.1, NA, MOUS, uid://A002/X5d7935/X2d2, 2012.1.00743.S, PipelineProcessing, 179, 165, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X2d2, Taurus2b_334_12m_C32-ant
2012.1, NA, MOUS, uid://A002/X7d1738/X109, 2012.1.00550.S, PartiallyObserved, 360, 180, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X7d1738/X109, IRAS16547-4247_12m_B7_repeat_x1_
2012.1, NA, MOUS, uid://A002/X5ce05d/Xf8, 2012.1.00596.S, PartiallyObserved, 378, 198, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/Xf8, SDSS_J100038.01+020822.4_673_12m
2012.1, NA, MOUS, uid://A002/X5a9a13/X79f, 2012.1.00628.T, PartiallyObserved, 397, 217, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X79f, Sgr_A_star_338GHz_12m_C32-123456
2012.1, NA, MOUS, uid://A002/X5a9a13/X79b, 2012.1.00628.T, PartiallyObserved, 397, 217, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X79b, Sgr_A_star_B_254GHz_12m_C32-2345
2012.1, NA, MOUS, uid://A002/X5a9a13/X797, 2012.1.00628.T, PartiallyObserved, 397, 217, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X797, Sgr_A_star_A_225GHz_12m_C32-3456
2012.1, NA, MOUS, uid://A002/X5d5f8a/X14, 2012.1.00501.S, PartiallyObserved, 404, 224, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d5f8a/X14, Do Not Observe
2012.1, NA, MOUS, uid://A002/X5d5f8a/X15, 2012.1.00501.S, PartiallyObserved, 404, 224, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d5f8a/X15, Do Not Observe 2
2012.1, NA, MOUS, uid://A002/X788a57/X4a, 2012.1.00133.S, PartiallyObserved, 414, 234, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X4a, DO NOT OBSERVE 2
2012.1, NA, MOUS, uid://A002/X788a57/X48, 2012.1.00133.S, PartiallyObserved, 414, 234, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X48, DO NOT OBSERVE 1
2012.1, NA, MOUS, uid://A002/X788a57/X3a, 2012.1.00501.S, PartiallyObserved, 415, 235, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X3a, Do not use - query - Amp Cal
2012.1, NA, MOUS, uid://A002/X639a2a/Xf, 2012.1.00060.S, ObservingTimedOut, 298, 238, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/Xf, NGC300-1_231GHz_12m_C32-2
2012.1, NA, MOUS, uid://A002/X639a2a/X13, 2012.1.00060.S, ObservingTimedOut, 298, 238, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/X13, NGC300-2a_231GHz_12m_C32-2
2012.1, NA, MOUS, uid://A002/X639a2a/X17, 2012.1.00060.S, ObservingTimedOut, 298, 238, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/X17, NGC300-3a_231GHz_12m_C32-2
2012.1, NA, MOUS, uid://A002/X639a2a/X1b, 2012.1.00060.S, ObservingTimedOut, 298, 238, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/X1b, NGC300-1b_231GHz_12m_C32-2
2012.1, NA, MOUS, uid://A002/X639a2a/X1f, 2012.1.00060.S, ObservingTimedOut, 298, 238, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/X1f, NGC300-2b_231GHz_12m_C32-2
2012.1, NA, MOUS, uid://A002/X639a2a/X23, 2012.1.00060.S, ObservingTimedOut, 298, 238, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X639a2a/X23, NGC300-3b_231GHz_12m_C32-2
2012.1, NA, MOUS, uid://A002/X684eb5/X23b, 2012.1.00698.S, ObservingTimedOut, 306, 246, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X684eb5/X23b, HD141569_331GHz_12m_C32-5
2012.1, NA, MOUS, uid://A002/X684eb5/X247, 2012.1.00681.S, ObservingTimedOut, 306, 246, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X684eb5/X247, TW_Hya_220GHz_12m_C32-5
2012.1, NA, MOUS, uid://A002/X684eb5/X24b, 2012.1.00681.S, ObservingTimedOut, 306, 246, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X684eb5/X24b, TW_Hya_279GHz_12m_C32-5
2012.1, NA, MOUS, uid://A002/X684eb5/X52, 2012.1.00400.S, PartiallyObserved, 428, 248, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X684eb5/X52, TW_Hya_372_12m
2012.1, NA, MOUS, uid://A002/X79f8ed/X41, 2012.1.00635.S, PartiallyObserved, 429, 249, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X79f8ed/X41, Do not use_3
2012.1, NA, MOUS, uid://A002/X5ce05d/X7, 2012.1.00422.S, PipelineProcessing, 269, 255, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X7, TW_Hya_330_12m_C32-3456
2012.1, NA, MOUS, uid://A002/X788a57/X97, 2012.1.00382.S, PartiallyObserved, 451, 271, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X97, HH46-47 CO(1-0)- TP 
2012.1, NA, MOUS, uid://A002/X788a57/X95, 2012.1.00382.S, PartiallyObserved, 451, 271, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X95, query - Amp Cal TP HH46-47 CO(1-
2012.1, NA, MOUS, uid://A002/X788a57/X3c, 2012.1.00501.S, PartiallyObserved, 454, 274, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X788a57/X3c, Do not use - Boomerang - Science
2012.1, NA, MOUS, uid://A002/X6444ba/X14d, 2012.1.00382.S, PartiallyObserved, 458, 278, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X6444ba/X14d, DO NOT OBSERVE query - Amp Cal
2012.1, NA, MOUS, uid://A002/X6444ba/X14f, 2012.1.00382.S, PartiallyObserved, 469, 289, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X6444ba/X14f, DO NOT OBSERVE HH46-47 - Science
2012.1, NA, MOUS, uid://A002/X75fbd6/X107, 2012.1.00377.S, PartiallyObserved, 483, 303, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X75fbd6/X107, NGC4418_a_06_TP (Canceled);  NGC4418_b_06_TP
2012.1, NA, MOUS, uid://A002/X75fbd6/X105, 2012.1.00377.S, PartiallyObserved, 483, 303, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X75fbd6/X105, 3c279_a_06_TP (Canceled);  Ampcal_Uranus_a_06_TP
2012.1, NA, MOUS, uid://A002/X5d7935/Xd5, 2012.1.00538.S, PipelineProcessing, 340, 326, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/Xd5, G305_93_12m_C32-4
2012.1, NA, MOUS, uid://A002/X5d7935/X1f, 2012.1.00426.S, PartiallyObserved, 513, 333, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X1f, PG1241_643_12m_C32-123456
