Cycle, ARC, Entity Type, Entity Uid, Project Code, State, State Age (days), Days over limit, Protrack Link, SB Name(s)
2012.1, NA, MOUS, uid://A002/X5ce05d/X10d, 2012.1.00604.S, PartiallyObserved, 513, 333, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X10d, Multi-sourceJ1007+0532_613_12m_C
2012.1, NA, MOUS, uid://A002/X5d7935/X13e, 2012.1.00377.S, PartiallyObserved, 530, 350, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X13e, NGC4418__c_07_12
2012.1, NA, MOUS, uid://A002/X5ce05d/X115, 2012.1.00604.S, PartiallyObserved, 540, 360, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X115, Do not use
2012.1, NA, MOUS, uid://A002/X6f9b0f/Xa3, 2012.1.00604.S, PartiallyObserved, 540, 360, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X6f9b0f/Xa3, Do not use 2
2012.1, NA, MOUS, uid://A002/X5a9a13/X7b7, 2012.1.00001.S, PartiallyObserved, 542, 362, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X7b7, DO NOT OBSERVE 3;  NGC1097_110_12m_C32-5
2012.1, NA, MOUS, uid://A002/X5a9a13/X15c, 2012.1.00196.S, PartiallyObserved, 696, 516, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X15c, L694-2_372_12m_C32-2
2012.1, NA, MOUS, uid://A002/X5d7935/X2fb, 2012.1.00635.S, PartiallyObserved, 697, 517, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X2fb, DO_NOT_OBSERVE_1;  DO_NOT_OBSERVE_2;  DO_NOT_OBSERVE_3;  Do not use_1;  Do not use_2;  Jan_SgrA_352-216_12m_C32-any;  Jul_SgrA_352-216_12m_C32-any;  Jun_SgrA_352-216_12m_C32-any;  NovDec_SgrA_352-216_12m_C32-any;  OctNov_SgrA_352-216_12m_C32-any
2012.1, NA, MOUS, uid://A002/X5a9a13/X7ad, 2012.1.00001.S, PartiallyObserved, 768, 588, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a9a13/X7ad, DO NOT OBSERVE 1;  NGC1097_115_12m_C32-4
2012.1, NA, MOUS, uid://A002/X5d7935/X103, 2012.1.01099.S, PartiallyObserved, 770, 590, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X103, DO_NOT_OBSERVE_1;  Deleted
2012.1, NA, MOUS, uid://A002/X5d7935/X104, 2012.1.01099.S, PartiallyObserved, 770, 590, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5d7935/X104, DO_NOT_OBSERVE_2
2012.1, NA, MOUS, uid://A002/X5ce05d/X93, 2012.1.00498.S, PartiallyObserved, 776, 596, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5ce05d/X93, DO NOT OBSERVE
2012.1, NA, MOUS, uid://A002/X5a279f/Xa, 2012.1.00853.S, PartiallyObserved, 781, 601, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a279f/Xa, Io_337GHz_12m_C32-56
2012.1, NA, MOUS, uid://A002/X5a279f/X6, 2012.1.00853.S, PartiallyObserved, 817, 637, https://asa.alma.cl/protrack/?ousStatusUid=uid://A002/X5a279f/X6, Io_345GHz_12m_C32-56
2012.1, NA, SB, uid://A002/X609170/X10d, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X10d, Arp220_B9_2__C6
2012.1, NA, SB, uid://A002/X609170/X10e, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X10e, Arp220_B9_1__C6
2012.1, NA, SB, uid://A002/X609170/X10f, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X10f, Arp220_B9_2__C4
2012.1, NA, SB, uid://A002/X609170/X111, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X111, Arp220_B7_1
2012.1, NA, SB, uid://A002/X609170/X112, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X112, Arp220_B7_4
2012.1, NA, SB, uid://A002/X609170/X113, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X113, Arp220_B7_2
2012.1, NA, SB, uid://A002/X609170/X114, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X114, Arp220_B7_3
2012.1, NA, SB, uid://A002/X609170/X115, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X115, Arp220_C6_2
2012.1, NA, SB, uid://A002/X609170/X116, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X116, Arp220_C6_4
2012.1, NA, SB, uid://A002/X609170/X117, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X117, Arp220_C6_3
2012.1, NA, SB, uid://A002/X609170/X118, 2012.1.00317.S, Ready, 731, 1, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/X118, Arp220_C6_1
2012.1, NA, SB, uid://A002/X5d7935/X23b, 2012.1.00496.S, Ready, 733, 3, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X23b, GW_Ori_a_06_12
2012.1, NA, SB, uid://A002/X5d7935/X23d, 2012.1.00496.S, Ready, 733, 3, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X23d, UZ_Tau_a_06_12
2012.1, NA, SB, uid://A002/X5d7935/X23e, 2012.1.00496.S, Ready, 733, 3, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X23e, DQ_Tau_a_06_12
2012.1, NA, SB, uid://A002/X609170/Xc4, 2012.1.00678.S, Ready, 734, 4, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X609170/Xc4, IRAS_16342-3814_345_12m_C32-5
2012.1, NA, SB, uid://A002/X5d7935/X301, 2012.1.00725.S, Ready, 754, 24, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X301, MWC758_343_12m
2012.1, NA, SB, uid://A002/X5d7935/X302, 2012.1.00725.S, Ready, 754, 24, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X302, HD142527_343_12m
2012.1, NA, SB, uid://A002/X5ce05d/Xee, 2012.1.00596.S, Ready, 758, 28, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/Xee, RX_J094144_QSO_675_12m_C32-3
2012.1, NA, SB, uid://A002/X5ce05d/Xef, 2012.1.00596.S, Ready, 758, 28, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/Xef, SDP_11_682_12m_C32-3
2012.1, NA, SB, uid://A002/X5ce05d/Xf0, 2012.1.00596.S, Ready, 758, 28, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/Xf0, RX_J094144_SMG_675_12m_C32-3
2012.1, NA, SB, uid://A002/X5d50dc/X4, 2012.1.00984.S, Ready, 773, 43, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d50dc/X4, II_Zw_40_691_12m_C32-12
2012.1, NA, SB, uid://A002/X5ce05d/X87, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X87, Multi-sourcef16_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X88, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X88, Multi-sourcef32_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X89, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X89, Multi-sourcef46_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X8a, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X8a, Multi-sourcef61_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X8c, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X8c, Multi-sourcef24_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X8d, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X8d, Multi-sourcef39_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X8e, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X8e, Multi-sourcef54_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X8f, 2012.1.00498.S, Ready, 776, 46, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X8f, Multi-sourcef68_343_12m_C32-345
2012.1, NA, SB, uid://A002/X5ce05d/X5c, 2012.1.00075.S, Ready, 780, 50, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X5c, sn1987a_115_12m_C32-6
2012.1, NA, SB, uid://A002/X5ce05d/X5f, 2012.1.00075.S, Ready, 780, 50, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X5f, sn1987a_679_12m_C32-2
2012.1, NA, SB, uid://A002/X5d7935/X129, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X129, NGC4418__a_07_12
2012.1, NA, SB, uid://A002/X5d7935/X12a, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X12a, NGC4418__b_07_12
2012.1, NA, SB, uid://A002/X5d7935/X12c, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X12c, NGC4418__d_07_12
2012.1, NA, SB, uid://A002/X5d7935/X12e, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X12e, NGC4418__b_06_12
2012.1, NA, SB, uid://A002/X5d7935/X12f, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X12f, NGC4418__c_06_12
2012.1, NA, SB, uid://A002/X5d7935/X132, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X132, NGC4418__b_09_12
2012.1, NA, SB, uid://A002/X5d7935/X134, 2012.1.00377.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5d7935/X134, NGC4418__d_09_12
2012.1, NA, SB, uid://A002/X5ce05d/X74, 2012.1.00123.S, Ready, 781, 51, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5ce05d/X74, BN_a_09_12
2012.1, NA, SB, uid://A002/X5a9a13/X227, 2012.1.00219.S, Ready, 783, 53, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X227, J0451_630_12m_C32-1234
2012.1, NA, SB, uid://A002/X5a9a13/X788, 2012.1.00628.T, Suspended, 239, 179, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X788, Sgr_A_star_94GHz_12m_C32-6
2012.1, NA, SB, uid://A002/X5a9a13/X787, 2012.1.00628.T, Suspended, 239, 179, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X787, Sgr_A_star_108GHz_12m_C32-56
2012.1, NA, SB, uid://A002/X639a2a/X2, 2012.1.00060.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X639a2a/X2, NGC300-1_231GHz_12m_C32-2
2012.1, NA, SB, uid://A002/X639a2a/X3, 2012.1.00060.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X639a2a/X3, NGC300-2a_231GHz_12m_C32-2
2012.1, NA, SB, uid://A002/X639a2a/X4, 2012.1.00060.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X639a2a/X4, NGC300-3a_231GHz_12m_C32-2
2012.1, NA, SB, uid://A002/X639a2a/X5, 2012.1.00060.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X639a2a/X5, NGC300-1b_231GHz_12m_C32-2
2012.1, NA, SB, uid://A002/X639a2a/X6, 2012.1.00060.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X639a2a/X6, NGC300-2b_231GHz_12m_C32-2
2012.1, NA, SB, uid://A002/X639a2a/X7, 2012.1.00060.S, Suspended, 298, 238, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X639a2a/X7, NGC300-3b_231GHz_12m_C32-2
2012.1, NA, SB, uid://A002/X684eb5/X236, 2012.1.00698.S, Suspended, 306, 246, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X684eb5/X236, HD141569_331GHz_12m_C32-5
2012.1, NA, SB, uid://A002/X684eb5/X242, 2012.1.00681.S, Suspended, 306, 246, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X684eb5/X242, TW_Hya_279GHz_12m_C32-5
2012.1, NA, SB, uid://A002/X684eb5/X241, 2012.1.00681.S, Suspended, 306, 246, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X684eb5/X241, TW_Hya_220GHz_12m_C32-5
2012.1, NA, SB, uid://A002/X5a9a13/X78b, 2012.1.00628.T, Suspended, 397, 337, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X78b, Sgr_A_star_338GHz_12m_C32-123456
2012.1, NA, SB, uid://A002/X5a9a13/X78a, 2012.1.00628.T, Suspended, 397, 337, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X78a, Sgr_A_star_B_254GHz_12m_C32-2345
2012.1, NA, SB, uid://A002/X5a9a13/X789, 2012.1.00628.T, Suspended, 397, 337, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a9a13/X789, Sgr_A_star_A_225GHz_12m_C32-3456
2012.1, NA, SB, uid://A002/X5a279f/X2, 2012.1.00853.S, Suspended, 781, 721, https://asa.alma.cl/protrack/?schedBlockUid=uid://A002/X5a279f/X2, Io_337GHz_12m_C32-56
